artist_id;artist_genres;artist_genre_main
4Sw0SFu1fFdYXdAEVdrqnO;['slowcore', 'indie folk'];folk_acoustic
2l1xTBTIBaAiJhekoLM8mk;[];other
11GeSCHSovaw6Y9u4BFvVZ;['ambient'];other
2Po3wDMnscAuYcxubluJJL;[];other
5k8cbLF5EZnAhwDvHN6Toj;[];other
163tK9Wjr9P9DmM0AVK7lm;[];other
0m1QOHroy845vm0zq28eIA;[];other
4OAddazJM576euUnFSvXSL;['gothic metal', 'symphonic metal', 'metal', 'symphonic rock', 'melodic metal'];metal
4RkC3KmYWnr6PM1FM5Shwz;[];other
6UE7nl9mha6s8z0wFQFIZ2;[];other
67lytN32YpUxiSeWlKfHJ3;['cloud rap'];hip_hop_rnb_soul_afro
4DJHbK2NrlVn7hCkTrUs69;['experimental hip hop'];hip_hop_rnb_soul_afro
2eRDm8pl8MFrZv1gsfqUtj;[];other
2h5syT5XdsQgKLq8Yn1klO;['ambient', 'nu jazz'];jazz
6r26MaDr8bqNALjXgYPXMa;['noise rock', 'post-hardcore', 'grunge'];rock
1mVk9jJNL0m9WIs0a1BQdS;[];other
4zmZ8lVLzGc84S4v2B1rLx;['afro adura', 'afrobeats', 'afrobeat', 'afropop', 'amapiano'];hip_hop_rnb_soul_afro
4FNR2qdCVKGAep4alfgt25;[];other
4HwlolvniI44ETSg5tajeZ;['idm', 'dub techno', 'breakbeat'];hip_hop_rnb_soul_afro
6PEMFpe3PTOksdV4ZXUpbE;[];other
17Zu03OgBVxgLxWmRUyNOJ;[];other
7hJcb9fa4alzcOq3EaNPoG;['g-funk', 'west coast hip hop', 'gangster rap', 'hip hop', 'rap'];hip_hop_rnb_soul_afro
1eNO1DUCOtZgCzlwtjtb1t;['retro soul', 'neo soul'];hip_hop_rnb_soul_afro
