track_id,danceability,energy,key,loudness,mode,valence,tempo,duration_ms,time_signature
2xaaJcmvMOmpDbTwlWnjFh,0.841,0.725,11,-5.314,0,0.731,127.047,204094,4
7BoOmRrtNCbIT9yQ4xidk5,0.704,0.868,7,-6.022,1,0.712,144.969,153527,4
2tudvzsrR56uom6smgOcSf,0.814,0.676,11,-4.67,0,0.312,162.012,267707,4
0IsVEZzB4oBYqf2Nx0u2n8,0.447,0.214,2,-11.409,1,0.478,80.262,189640,4
3HefnCEdHjxDQTNcMp1Ptd,0.314,0.815,1,-6.392,1,0.0762,91.993,281875,4
1ksfm4onmPLgyRmar3P9ev,0.513,0.456,2,-9.923,1,0.277,106.955,253019,4
3LfO04MzTf4EvCOmJrSURh,0.801,0.863,1,-2.762,1,0.819,124.009,213871,4
5vilXfOKombSEqhv03dbvq,0.25,0.855,1,-2.552,1,0.131,130.26,234023,3
7IFOnIia7PJGSAT2yi3K76,0.368,0.505,1,-8.402,1,0.15,78.269,342269,4
2tseEPCbD2xdVl86U4ZYgX,0.734,0.879,10,-6.786,0,0.746,165.989,198437,4
4XqBLxDaEdlqkHlSlb1Rzq,0.926,0.791,5,-4.553,1,0.473,139.166,158727,5
4CmPBOuhNWAA7AdaOYyTp5,0.452,0.713,4,-8.85,1,0.478,79.918,214187,3
7bdAC8Ek5kkG5fcaehFAx8,0.496,0.369,5,-13.427,1,0.431,70.439,242821,4
203MOiN0JNvWY3JK2zXn17,0.84,0.468,6,-8.524,0,0.384,80.091,144000,4
4qKN1tcFLmAJP7ZURRTl5k,0.615,0.816,11,-4.446,0,0.43,109.998,244096,4
1kHMBN4ab6WLlT2Q0KvsoW,0.333,0.766,0,-3.484,1,0.416,111.063,259947,4
21S8jPbABB05vCFFwuyXGS,0.465,0.677,4,-6.666,1,0.436,73.486,142480,4
6WM7lXStlVKnYpeM6Q5EIA,0.514,0.898,5,-8.538,1,0.965,161.023,287540,4
3Cr6TCUv4alHv0JJQKEKbF,0.423,0.994,1,-3.854,1,0.283,147.054,104232,4
2JBrVizWfUgoFsvt1PY30E,0.627,0.599,5,-7.802,1,0.698,108.066,152728,3
09gknQ8UTVgykn7vfjVSmf,0.513,0.619,6,-8.764,1,0.519,148.986,324987,4
6kOT10pPFsgJEWQCW1X8FO,0.427,0.709,1,-5.576,1,0.33,80.193,135154,4
5XUyGdZCo0BN2lTRa4oL2m,0.635,0.318,6,-6.379,1,0.28,114.566,173133,4
0Sl6b0H7zHJdAtaNZW72ZM,0.62,0.716,2,-6.739,1,0.6,125.017,171000,4
422l4EwnKnhoNDWtB1eeSD,0.422,0.822,2,-7.834,1,0.64,120.028,168250,4
3fGWqrH3E6Rl9ERhDQVzER,0.614,0.696,5,-8.315,1,0.355,134.101,177362,4
6t5LP8XVNaAXjVJIBxHpZz,0.764,0.93,9,-3.366,1,0.398,132.022,131948,4
2tKqhcDNVVKXJqllKzrecM,0.566,0.641,7,-4.085,1,0.558,139.942,249560,4
0E1XkkuTTQ0CftF3Svxwmx,0.23,0.398,6,-10.794,0,0.035,105.023,282840,4
773XfRmUGBUTRmmeojWi29,0.445,0.522,10,-10.77,0,0.284,75.142,220624,4
2LUvkorPDO3n8xs6NEXDFY,0.397,0.926,6,-4.954,1,0.373,76.19,200660,4
3aJrUfPxOANdzY1weAqrgH,0.678,0.338,2,-11.926,1,0.38,103.985,188293,4
4A0lLygIJoeLhkS9sNfeIR,0.484,0.815,7,-6.0,1,0.314,89.973,166280,4
1305CPBxxAlpxmTciVehNu,0.411,0.583,5,-4.979,1,0.18,124.0,265000,4
7HyJAC5Z0JDS7rq7gbK7EW,0.616,0.802,9,-3.57,1,0.474,114.987,175120,4
4RdqVrjTnuEms5pgKNG95q,0.393,0.636,5,-6.569,0,0.145,132.971,271693,4
5ZBjVFfYDwj3TeIfDHLWLN,0.482,0.42,9,-11.163,0,0.155,140.023,326080,4
0Tsr1YNiCw3znq8RYwiLjp,0.777,0.402,9,-9.65,0,0.779,84.005,166507,4
461LG2Z8SsMOpBkysUC3M8,0.46,0.172,4,-14.145,1,0.134,107.972,283510,4
2lJn77IeZAP9cmv6DPXOrL,0.453,0.531,0,-7.88,1,0.347,110.114,232133,4
5qrHETjgWMxAKFgtwLh7c7,0.541,0.37,2,-12.813,1,0.253,109.025,293000,4
57edrlN0230hrXhLrbctAE,0.436,0.985,1,-6.76,0,0.19,138.603,773102,4
3g2YmyYPrztnKelA1W5Dv9,0.516,0.868,4,-4.768,1,0.777,154.011,131008,4
5TlQaUReZtviIA3AWrAazB,0.507,0.61,11,-7.674,1,0.652,90.003,177733,4
5xcj5a0RKC2s5PIs1FcXOu,0.968,0.543,11,-6.634,1,0.333,122.049,141639,4
26gXZuT5Acokj64ap6sgzQ,0.426,0.917,8,-5.135,1,0.603,149.997,178213,4
0XnQKK5aBakRcmxswqeae2,0.644,0.881,2,-3.453,1,0.819,125.978,150120,4
350Zs0oV6JzBYOg2ZpVpwy,0.647,0.879,2,-6.658,1,0.55,92.401,241645,4
3nyVTZJKiI3XnWQ5vUXGM8,0.624,0.627,1,-8.124,1,0.627,120.021,188907,4
4K2hu1I4tuRpgDLiNTTEi2,0.586,0.422,7,-8.71,0,0.0365,145.996,254000,4
0MyiHsmsraegQsowpoWxEf,0.656,0.489,6,-7.166,1,0.165,134.164,273027,4
0MuGa3SwwVYIeOpOzTOxzj,0.564,0.796,11,-10.099,1,0.371,162.063,204827,4
07G5QP1XEZf9jFDYBifDe0,0.498,0.629,4,-7.233,1,0.487,139.032,137240,4
3hPVr4qMFJqnObkzACLwQ2,0.812,0.562,10,-8.027,0,0.502,122.996,183133,4
3oRqJl2Gnd7AR1RDwOlf26,0.443,0.732,7,-9.593,1,0.299,142.016,430857,4
6VCNxAwxA83j2jE3QZpYPr,0.231,0.695,11,-6.321,0,0.258,74.207,222737,4
2HuZ5zQwJIYRVHXt5D43OS,0.226,0.788,4,-8.371,1,0.553,176.157,237227,4
3tda2VED1rPj3MmVf3mXTo,0.652,0.824,0,-4.907,1,0.527,129.988,222682,4
4OMJGnvZfDvsePyCwRGO7X,0.744,0.789,9,-4.876,0,0.866,116.985,185918,4
7vRQeQcvAuf35fgKMou99k,0.777,0.724,0,-9.32,1,0.779,154.935,261733,4
06XbwFE5HC7qJaF7ihvZDy,0.563,0.376,1,-9.383,1,0.415,72.287,251895,4
62E2nR0od0M5HYxuYLaDz7,0.527,0.27,0,-10.855,1,0.23,154.042,238857,4
5MXegzzvDfUSfwpf8a0FCq,0.585,0.519,9,-10.159,1,0.486,78.01,189093,4
038YxoOvHJKyFiXhqlVkil,0.673,0.865,0,-4.496,1,0.496,130.067,262454,4
4lu4t2NkQ8APnm0GwL8Gbl,0.592,0.176,0,-24.277,1,0.291,134.991,219773,4
5VTOa8tDe6NEjpw5HVQQTF,0.351,0.119,3,-15.612,1,0.061,92.406,199870,3
3NMrVbIVWT3fPXBj0rNDKG,0.604,0.428,0,-8.441,1,0.292,110.259,293048,4
3HMY0r2BAdpasXMY8rseR0,0.741,0.62,10,-5.505,1,0.934,117.038,251424,4
4g8YoLnpwVGiQm4pwEokUU,0.476,0.676,2,-8.291,1,0.4,82.81,138771,4
4G7LYlnVgPWVmjXERE8NnB,0.485,0.879,7,-5.028,1,0.9,176.145,210905,4
2D3oVAd8nHrqJH8UAfvtTT,0.684,0.765,2,-5.816,0,0.55,89.997,177476,4
6x3xYEa3GbZSSdiuFD29P8,0.694,0.706,9,-7.994,1,0.893,169.98,303960,4
2IfF66ZKFHsyoqBI1llkyx,0.734,0.726,2,-6.648,0,0.695,120.113,193666,4
7ATvLym2nVpi5ERK9A54ob,0.656,0.789,1,-5.365,1,0.91,160.002,297736,4
2ss94LLEyxgzvVg6Ax0c2x,0.663,0.634,5,-6.541,0,0.382,160.024,232075,4
3En5nD3Ie7kQPf01glRlSO,0.602,0.511,6,-8.808,1,0.665,135.009,196352,4
3HyYVlICANUwbW4h0ocQ9B,0.468,0.805,2,-3.208,0,0.432,82.505,233497,4
486JaB4ZK017faPW9kNpje,0.22,0.978,4,-2.722,1,0.319,142.003,172688,4
1q74d6pWGeHrGOifl6o2W9,0.527,0.264,7,-12.421,1,0.568,85.905,186353,4
1gWIrsjqpmN57sMfq5NcuO,0.594,0.922,1,-6.295,1,0.971,149.497,273461,4
1EqavzBokG9fKmRfK6VJGp,0.46,0.95,2,-3.814,1,0.251,164.006,317467,4
47hsUYxvbTlBAN3sP9dEOd,0.838,0.537,11,-10.28,1,0.56,103.95,178042,4
2fLDKaSvow0ciPW60ibLil,0.706,0.527,6,-5.429,1,0.467,81.96,152290,4
18DJZuLkgGwKtSDeOMrUsB,0.496,0.849,4,-7.173,0,0.549,104.869,131162,4
68k7pVlSZOlT0laynJj6GY,0.283,0.936,8,-7.416,1,0.188,125.166,481200,4
3YyyTcNUwJU4fS01fppkkZ,0.515,0.526,10,-6.26,1,0.475,148.832,146413,4
1nkRvzMbBVcRDGK4VmI9wB,0.634,0.561,8,-9.584,0,0.7,100.086,168547,4
58YgJTEitdF7XrjtGjTmzZ,0.602,0.836,10,-4.574,0,0.493,97.995,327218,4
4Td2eP3ZWU7R7ZxmXCiRus,0.765,0.567,1,-10.383,0,0.341,113.998,240156,4
7sVPmzAf2TagX4anSxasuo,0.503,0.759,6,-3.618,1,0.371,173.975,168276,4
510IZrXo8jarNU0fIxNW7m,0.637,0.605,10,-9.502,0,0.94,129.99,184000,4
7zIncbn5OIPjHKrlPSBNdJ,0.639,0.773,7,-6.315,1,0.576,96.025,181827,4
6PaxJvdOm6lumURhtVgpJY,0.62,0.762,10,-7.282,0,0.195,145.988,209483,4
7KANSTlZEsFix378ARiJ5b,0.797,0.637,11,-4.411,1,0.471,90.973,242883,4
0A729xUCZcmAwIbeP0kzlU,0.814,0.738,9,-4.949,0,0.691,90.002,166891,4
37QFhBYOcgmhDudsi6WguG,0.62,0.767,1,-7.494,0,0.941,145.965,182400,4
1xwwiCARYUFeKtmPoT048O,0.52,0.608,2,-7.862,1,0.218,175.997,248731,4
4z6fzxEDnVnX6t9K1iucEq,0.794,0.425,0,-11.497,1,0.94,109.99,225687,4
1evHuVvlijZAdCUHAG7ASm,0.8,0.849,1,-5.636,0,0.341,114.99,174247,4
5thf5fzKD3tBooHlbwML78,0.461,0.381,9,-7.963,1,0.098,76.574,321455,4
35KOfHii5rdo0BbMt3HRE8,0.559,0.695,2,-5.791,1,0.212,95.014,141474,4
5J4NeqZnXdVaKrXO9qGGT2,0.783,0.346,8,-11.748,1,0.663,160.997,143106,5
4hZVOkigyLvFdDT3UnDHTU,0.727,0.792,2,-7.951,1,0.97,91.523,249280,4
07q1dePaFwOwlx1QSqpWZu,0.63,0.656,7,-8.601,1,0.586,164.028,183693,4
1bQgnEy92W40mRISzggTcx,0.648,0.672,5,-6.583,1,0.719,160.085,247471,4
6utHnrJQzxy4RFj9KR8dKU,0.885,0.748,8,-5.753,0,0.928,122.035,189840,4
1Iq69WCDHuVmIJ4pjLC1TL,0.868,0.587,4,-9.345,0,0.547,120.029,194963,4
6OlITNJTY5qvSjtJa684wc,0.671,0.749,7,-10.317,1,0.653,105.028,246120,4
2QnK5QbiEJcaPznXrHm2rx,0.68,0.761,11,-9.131,1,0.514,120.007,245823,4
3Hv4xBC72YuArfMbfeNmJG,0.854,0.493,0,-6.853,1,0.643,102.012,191782,4
3Fwebmu4BzPUpDtPZo0qHb,0.525,0.456,1,-7.042,1,0.342,126.691,227250,4
4wrMjkv0phLk5bEiSKvTCn,0.673,0.995,8,-1.828,1,0.387,127.997,228828,4
46eFhc076SX9jsJZ23tMjN,0.547,0.873,7,-4.555,1,0.753,108.029,188133,4
53eIEM1DF3zNjxPdaIrqa4,0.503,0.945,5,-3.419,1,0.528,104.998,194293,4
4VE5B2N4TCHvK5ZZ3dSI6c,0.554,0.862,4,-5.35,1,0.429,152.036,167387,4
4JqTYxZpWO7l6U4NxpJ8Zi,0.727,0.615,8,-7.573,0,0.556,132.035,228332,4
7KkyFMI9RhQLTiwvjORc8o,0.272,0.981,4,-4.106,1,0.414,148.998,95453,4
1kFEvhWfwYP5Ct75HuETBv,0.613,0.679,7,-5.624,1,0.579,168.573,164034,4
1NpIUD4KqHaMT91kw0YV40,0.724,0.8,5,-5.468,0,0.925,119.984,227283,4
6jJ80d8aBta4UsexjQtL27,0.827,0.84,10,-5.822,0,0.778,130.013,147769,4
5ufJFtHp4xmJKytbhexXSy,0.73,0.839,9,-6.441,1,0.855,125.024,198672,4
38aNl1TpX3wSrl0yqBhvOX,0.76,0.686,5,-4.4,1,0.962,111.013,178362,4
7kSmQCEQHvSYrUUyPpAz8n,0.626,0.975,1,-6.669,1,0.586,130.049,302424,4
6UTXf9k0H3JDus2ZZDwGpC,0.733,0.778,1,-4.663,1,0.875,100.029,156000,4
7ly7Em7Mwj89WKKSQKhOBK,0.718,0.975,11,-3.115,0,0.629,133.011,171615,4
0nPWNzcryh5oyJA5uZaepT,0.401,0.965,2,-3.341,1,0.291,149.949,212087,4
6xOuD0Xu5b7sPV6fsrbVnm,0.211,0.902,4,-6.409,0,0.3,154.665,173327,4
3ngjq0C1z1kVYAdBH5114w,0.643,0.826,9,-4.381,1,0.961,169.954,180210,4
6xft4ovLvZ3gqNJdSlq7AF,0.598,0.488,0,-6.822,0,0.579,152.01,224235,4
73c7iqH4lCVqu4tm66i0tY,0.727,0.491,3,-6.031,0,0.471,113.027,191567,4
6SSSGEgfuqTP75xaNOwsTo,0.401,0.749,3,-2.341,0,0.474,177.165,216507,3
77DRzu7ERs0TX3roZcre7Q,0.831,0.643,1,-5.002,1,0.142,139.948,383639,4
1QndnNssHdZkzkApUdmP9Z,0.536,0.804,10,-8.316,0,0.76,73.413,211355,4
6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,1,-7.001,1,0.214,101.061,274192,4
1UNEuG9DYOWiikf00ayr52,0.786,0.741,0,-6.147,1,0.816,113.98,213461,4
4PpnDYRLipOJnxlT2Ewl6a,0.638,0.796,9,-7.329,1,0.537,92.329,156035,4
2TOscIenZ5PxE2Uw25CE9T,0.9,0.767,11,-5.459,0,0.475,108.984,163486,4
6YrYVzR06MKTqHOR5i6AgT,0.748,0.182,9,-11.649,1,0.384,105.476,215467,4
6bAkr9wkQyPM4IDrP4tuwR,0.693,0.8,5,-3.749,0,0.764,104.999,198199,4
4kqo78GnFFHu4zccofhUGa,0.473,0.685,2,-8.496,0,0.531,164.05,211093,4
3uqjvrA1xkjshN7HfKHkX6,0.721,0.88,2,-7.69,1,0.237,115.996,189747,4
1obD4lNuvTmM5P3pf5F15O,0.713,0.484,5,-8.963,0,0.725,83.981,200987,4
6XGKwGyC5z1UmhhyOhwSYv,0.647,0.895,11,-3.442,1,0.809,104.046,204469,4
1zsn869HLzwNJkaHsGEyRX,0.278,0.808,5,-0.622,1,0.298,104.921,311796,3
4qBe4cwJyOwj83R1GDRqR3,0.8,0.705,0,-5.462,1,0.589,141.022,316000,4
7fzHQizxTqy8wTXwlrgPQQ,0.849,0.699,1,-5.106,0,0.927,138.003,155152,4
5NfevKdO5SHyAztlFF4rIj,0.269,0.448,2,-10.108,1,0.162,185.419,491107,4
1wFFFzJ5EsKbBWZriAcubN,0.527,0.492,1,-9.774,1,0.234,164.005,456934,4
3aQ9MHkMeL7Yu7jpyF62xn,0.563,0.44,6,-10.01,0,0.417,116.988,266493,4
27ws2QOhH3gNqyy30thMzR,0.48,0.432,6,-11.102,0,0.348,89.982,217894,4
4Gn8QeUyrAgDXegt6XVVBX,0.655,0.986,10,-4.6,0,0.533,94.989,230151,4
3BjJGSCE3bRU0Z7tZhLfkQ,0.404,0.756,5,-6.254,0,0.225,82.019,328868,4
5hO3XBO6W6GwyBJOAtivCf,0.919,0.742,11,-8.332,0,0.649,140.02,137143,4
0GdWI9k2h0PzW6x2kAhXeI,0.671,0.664,8,-5.472,1,0.547,95.037,213360,4
749VLWKnrjPa3iDScwc4V6,0.468,0.807,10,-9.632,0,0.769,125.982,236000,4
452HdzeC7T88yGAucBLoK9,0.671,0.705,6,-5.926,1,0.579,128.01,169911,4
629DixmZGHc7ILtEntuiWE,0.893,0.4,11,-7.981,0,0.945,124.987,179587,4
5Vw2uQRRlngBabYFQs7NmG,0.592,0.863,0,-6.351,0,0.556,158.043,274702,4
17PatSYk0lOvw1jc1pXOci,0.714,0.569,3,-6.816,1,0.762,136.002,144216,4
0TR7jAad0T7SIUuthDC5D2,0.829,0.884,10,-4.301,0,0.89,97.012,218970,4
6vrsFaISBLBKzQGZmqDnxK,0.714,0.809,6,-6.419,0,0.878,129.974,214315,4
341bqzt1REzbvIodveSRSJ,0.754,0.82,8,-3.572,1,0.596,150.358,155133,4
5tffEKZUyEbyThW6FH9VFS,0.593,0.337,4,-10.228,1,0.424,148.346,217880,3
63aiJ3sSY8CSA3HoCmji8T,0.509,0.872,10,-4.87,0,0.519,101.697,131750,4
2WrRYFKJEL15GBkgJQT7k0,0.386,0.896,4,-5.757,0,0.257,157.1,187235,4
4TfFYHETOnTpdojoy7Up3H,0.689,0.96,1,-5.026,1,0.76,130.037,167990,4
2Swd06y8WpBggzYhsqso3N,0.472,0.698,4,-6.784,1,0.302,132.133,299903,4
3F5OqjgjabK52aEaKnY73e,0.503,0.463,1,-11.484,0,0.0791,139.822,136982,4
6fCB3MxVEWjaQwASpBliNb,0.773,0.744,2,-4.788,1,0.355,113.229,196418,5
0BlxpYD81CZucSEvCS11Ed,0.436,0.825,7,-6.646,0,0.291,117.969,233898,4
3jl676aK6eGkmcQxizfPRh,0.158,0.832,11,-5.872,1,0.309,88.611,238773,4
4UE79bkqivVpD66r4ocJjN,0.289,0.75,8,-6.691,1,0.141,128.919,248400,4
7kHjARp3Q3XDIeC8XGSrPx,0.348,0.937,0,-3.688,1,0.415,129.25,113481,4
4460FhZKOMVnPhmEsebtqT,0.957,0.567,5,-5.848,0,0.859,131.072,139237,4
7JxexWxny7yJ3slTLmWz2U,0.857,0.62,0,-8.13,1,0.796,120.042,133805,4
3iA5tU7zZ1YUKv7NDO7ppf,0.551,0.293,11,-11.328,0,0.211,134.389,160713,4
0pOcmyNBhfABZa9FY3bOC9,0.351,0.66,4,-9.804,1,0.166,169.801,203824,4
56xB3EGgd7qxfzAVji8Fh2,0.798,0.756,9,-5.328,1,0.693,108.002,199262,4
6SHNvtzq341VhUGMpXZrzk,0.544,0.321,0,-7.298,1,0.355,122.335,167627,4
0FMR48WoAQivFMFZ1HdVY8,0.568,0.752,5,-6.08,0,0.199,99.005,143030,4
5gNEUS6Ca9zxn5yYDiyTgK,0.748,0.793,11,-7.678,0,0.422,113.006,136220,4
2Nq4SFbvYYZa8AF7lD7CWU,0.716,0.545,0,-6.949,0,0.82,98.232,207796,4
5IgYoIjoRxfSuAr436g029,0.537,0.484,1,-8.202,0,0.164,118.929,178933,4
6HTjqv0AsiZ34fOMcGCbSX,0.694,0.672,1,-5.527,0,0.804,96.003,168407,4
1WfEUgnWKJLPpuEbEj69qh,0.532,0.827,1,-8.617,1,0.634,113.012,179467,4
0BOXrnQCeHGkl2AraB6OLn,0.812,0.463,4,-7.793,0,0.972,116.033,203187,4
25uqtNMzQigSCpNUvQma9E,0.457,0.929,8,-3.552,1,0.567,155.956,137400,4
2T28tl7T9TR4qQqFGTHL1c,0.59,0.748,11,-8.854,1,0.253,90.893,226000,4
0wfrFvevzGiVZ60FSeQXLc,0.502,0.743,7,-11.725,1,0.514,130.005,266333,4
7KnEoF4jQOfNNwxFv3Jocb,0.679,0.79,10,-12.136,0,0.888,97.877,267720,4
5bm1MXbemdnLyjlPdTBoZB,0.629,0.713,4,-3.179,0,0.522,120.041,181400,4
5gFRjeeZ32L9KnWyFxPncv,0.445,0.338,10,-8.344,1,0.297,90.837,168211,4
7Ez5w1QVBbO1fg8VNjDNWK,0.452,0.443,10,-10.983,0,0.399,84.377,289397,4
29OFLlrrfKIEVwbVMTjBYe,0.751,0.864,7,-2.85,1,0.586,140.078,185245,4
7HThbUo5vKSdiXfEWTB7jd,0.559,0.434,7,-9.115,1,0.571,187.799,306879,4
6oPdINOiUOUMn6InuqFrXa,0.812,0.759,0,-3.954,0,0.778,95.01,177880,4
4ZJ4vzLQekI0WntDbanNC7,0.525,0.488,0,-6.909,1,0.253,84.999,194920,4
3lXq1YajbXv1UI1MoXW8JB,0.784,0.72,10,-6.122,0,0.543,135.015,171720,4
5ZfFLVk3JZAeJCIigtOVIV,0.581,0.834,6,-8.382,0,0.499,120.857,231120,4
5jnlJbBK53L6Nd3ox8T0ot,0.566,0.964,6,-4.361,1,0.386,106.016,314733,4
592A3x9nMXoL3Ay5rKgSwW,0.546,0.711,7,-7.718,0,0.472,135.379,268032,5
7DvOMvKBZESff6Etf0v9MY,0.633,0.503,0,-5.836,1,0.474,86.693,148400,4
49aBr2lBFh0LkR84IbsIQz,0.811,0.631,1,-8.497,1,0.74,99.039,186667,4
4nz2wBxuWeRJ802fKQqjbp,0.234,0.868,8,-5.043,1,0.633,175.991,156974,4
4s6RimEoiMf4yt6UPV9z5u,0.542,0.947,11,-3.38,0,0.636,116.007,285835,4
2iXwOZE32JdvuWcUi6rd4G,0.613,0.88,11,-4.7,0,0.55,82.567,196643,4
5LyKocU0lhUBlXrFKDxbBO,0.772,0.639,5,-7.876,0,0.497,117.99,201372,4
7udizCkehDvHpPbG6smnVe,0.586,0.872,7,-6.425,1,0.457,116.072,134368,4
7eh46uUIwMCTs0XoU3Xm42,0.692,0.815,7,-3.816,0,0.858,119.934,173503,4
2Fo9ObbJQsDOqdUT3zN14t,0.341,0.815,0,-5.596,0,0.278,110.082,164477,3
75hfAGu7iaC3hFSnyAwBUx,0.779,0.856,10,-5.98,1,0.864,119.015,215824,4
5sMEEjviCkH6Rp5X2ZvIIc,0.485,0.638,2,-6.962,0,0.421,149.99,203482,4
38tXZcL1gZRfbqfOG0VMTH,0.803,0.895,1,-2.888,1,0.757,124.994,219027,4
5qXO90zyTU5Ch5aI9j0uzf,0.694,0.734,8,-7.59,1,0.391,101.02,218032,4
2BFnfCnAW6O1a1vZ8NZvkO,0.627,0.821,6,-4.9,0,0.582,118.014,211525,4
2nRMW95dnOILirpjbksLTs,0.664,0.773,9,-4.32,1,0.173,129.884,166812,4
3fcoQ8TnV7D8GZPwZEPCKd,0.429,0.676,8,-14.206,1,0.581,93.835,153457,4
3SKH53SPQbEnZR4cJPVaz2,0.797,0.549,9,-5.81,1,0.647,110.981,284069,4
2zv7uAjNZyq6kQvNX1M39h,0.731,0.395,0,-12.486,1,0.353,141.958,172360,4
52GJf3163rfoCtjOvCe85K,0.727,0.75,6,-7.245,0,0.235,130.006,240580,4
2bTrWTnaLwQ5WVnUzS2X46,0.51,0.686,5,-8.538,0,0.274,90.012,144447,4
4hfL2OhLXOOqrLzvJyZbOD,0.667,0.887,1,-4.262,1,0.901,152.232,140000,4
083HuPvgqYBLUiv82bVxwE,0.766,0.724,5,-5.145,1,0.827,163.119,165271,4
2Jhrp3Ppm6eA733Ic4afkH,0.647,0.888,5,-7.038,0,0.166,124.004,211738,4
7tJwNCxACiqdewg8dODKAL,0.238,0.977,5,-4.622,1,0.451,170.566,184563,4
6LYuwb0avQJNhIkcp5Zfjq,0.568,0.654,0,-6.372,1,0.744,123.16,212947,4
5BD2sRwZBmAcS649vipoAq,0.109,0.288,8,-7.663,1,0.0387,171.767,183847,3
0VYJseZYvfVP3YOsQZ1tzS,0.928,0.649,0,-6.744,1,0.951,120.011,129762,4
1LLC7MZufBwaO52XRtGRHD,0.594,0.858,11,-3.96,0,0.689,136.013,155343,4
1KNI1JuCWWGet03MmoRp4R,0.533,0.349,6,-9.86,1,0.469,77.269,197063,4
3raxjPdY70b4a9ks1Bd0mz,0.769,0.439,5,-10.562,0,0.357,116.872,199453,4
1mGdHXCqhbV8oXCPkY1dZk,0.288,0.357,2,-11.072,1,0.233,183.701,200280,4
4A4BdAB3MPQhLn7MZZOSmW,0.579,0.338,10,-14.625,1,0.199,90.126,286731,5
2bMhQ5kJTFTKEKBFzkMBvN,0.356,0.724,7,-5.078,1,0.469,68.274,419677,4
7wrCb4w96svg3UUjCDZ9NY,0.519,0.759,9,-5.113,1,0.751,82.511,184853,4
4ZMJInODC3Hc2rDBNexEaD,0.55,0.943,4,-5.44,1,0.406,118.994,176587,4
0kE1xahTX5tGkOeSWqpQWi,0.192,0.214,3,-13.019,0,0.0366,128.349,256580,4
2HYFX63wP3otVIvopRS99Z,0.936,0.887,9,-2.76,0,0.889,127.003,227239,4
3OaFGqHUyxGVkOcSILw8Kx,0.819,0.916,0,-7.276,1,0.872,122.027,135879,4
4alytlIn91jJgzsu6rSONb,0.92,0.516,8,-8.87,0,0.652,97.634,138619,4
3aSWjgvC5d0dC2i9lF0FKl,0.713,0.229,10,-11.904,1,0.398,125.467,158917,3
0Fo2GMUTxQXV2Zr86zW6Z6,0.431,0.961,7,-5.859,1,0.917,92.003,206933,4
4CSI3i12ju7A4RfW3DhD0I,0.657,0.599,3,-7.5,1,0.44,133.077,243127,4
3CN6YEns6bX9k88E49tFbu,0.815,0.809,11,-5.331,0,0.614,124.021,164516,4
0JapvpbFcgy3NzB8zeVAw9,0.584,0.74,1,-7.113,1,0.495,129.702,209353,4
5c9tBmJKbTdn1vhzXHeAwW,0.718,0.706,7,-5.596,0,0.58,131.943,151125,4
51K4qVFCpF05rJ0OWPiRTr,0.508,0.311,0,-8.922,1,0.477,149.855,180153,4
6iH3AXLQHlrbHfG6XGqjau,0.725,0.455,4,-9.257,1,0.284,121.921,282507,4
304wwdXiKpC0H6sMquY4cK,0.825,0.733,11,-4.079,0,0.534,112.014,198033,4
36w3cHja0higj2psjFiKTZ,0.765,0.602,6,-10.04,1,0.921,82.489,157109,4
62fqMvguJbsSs9HKhhRfuS,0.579,0.892,0,-5.636,0,0.639,130.146,161757,3
6I9GeNnqNqQ5Q8DSrFkkvd,0.709,0.66,8,-8.262,0,0.665,170.081,231708,4
0V2passWyAXnON67kfAj7y,0.682,0.926,3,-2.515,0,0.86,105.969,162840,4
1qKCO2Tocwg8CbepJ9uDtd,0.708,0.617,6,-6.695,1,0.861,139.991,189411,4
5EcUvUZ7wioHI6KEb4Q6YS,0.578,0.635,2,-8.719,1,0.405,135.064,234564,4
0XYCice34pKdrfOPSByAaw,0.573,0.806,9,-5.159,1,0.813,139.94,228252,4
41krZZovstMJKeJZJtbL78,0.693,0.799,11,-6.41,0,0.363,124.994,174507,4
1Z3RwVpioQ9GvWL3LJQXe2,0.3,0.899,8,-3.692,1,0.147,139.075,302960,4
3chFJhCpMNv0dXnHVafLGZ,0.652,0.882,7,-6.352,1,0.869,140.209,187317,4
6uBOkq10cGEvQjF3bygMYX,0.545,0.712,1,-9.305,0,0.87,90.673,179889,4
3J60sGMryOdR9iFriazOzm,0.317,0.371,7,-12.234,1,0.429,76.16,270400,4
0j0pOMwWULN1UKRuAs4G1U,0.505,0.484,4,-9.422,0,0.432,82.214,114233,4
0idhCXzizPkiwfUnhM28ld,0.707,0.484,0,-8.734,1,0.598,83.019,254395,4
7r2ysTQQLDP1aWOmTCeUQb,0.814,0.793,5,-5.503,0,0.736,140.034,166523,4
3Du9k9oZz7DJCMZviju2lD,0.702,0.945,2,-3.997,1,0.427,125.001,217530,4
1D1M805zV8DwhYXsvJdQZx,0.831,0.293,1,-8.047,0,0.419,92.007,175238,4
1ca2jDAcDOT79MYLRoaciZ,0.784,0.847,8,-4.796,0,0.392,135.067,172444,4
27ATssFYewh8Vcg6wd6Udq,0.784,0.485,1,-8.032,0,0.428,127.988,180000,4
6ryKAggOp8dgwFIbgwFwJJ,0.328,0.738,3,-7.384,0,0.217,146.446,234720,4
